Marca,Modelo,Motor,Potencia (cv),Precio (€),Km,Ciudad,Año,Image
Opel,Corsa 1.2T XHL S-S Edition,Gasolina,100,16.990,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/04/7/medium/0308794151f485dd4fe41acbe1e9f2b6c4276250be_original.jpg
Opel,Grandland PHEV 1.6 Turbo,Híbrido,225,28.900,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/03/26/4/medium/0262963539017868da-86d2-f662-f69a-a6038e802492.jpg
Opel,Combo -e Life Elegance Plus,Eléctrico,136,27.400,0,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/7/medium/030481176915887388_01.jpg
Opel,Meriva 1.4 XER Enjoy,Gasolina,100,7.550,88.000,Barcelona,2010,https://imgs.coches.com/coches/fotos/usados/2022/01/19/d/medium/03111490311a214876371f17b07fd40e3fc1705f4f_original.jpg
Opel,Corsa 1.5D DT S/S GS-Line,Diesel,102,17.950,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/f/medium/4f70b09e9f3aa11059c852942d8868d8.JPG
Opel,Corsa 1.5D DT S/S GS-Line,Diesel,102,17.550,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/3/medium/748d83a4a3994d174fe5397fd9900d31.JPG
Opel,Corsa 1.2T XHL S/S Edition,Gasolina,100,15.250,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/4/medium/6d16540c047464fa4f458da6ba3caf3e.JPG
Opel,Astra ST 1.6CDTi Business,Diesel,110,11.500,130.000,Valencia,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/0340d51ffa6369a4c099937b2266279b.jpeg
Opel,Mokka X 1.4T S&S,Gasolina,140,16.900,69.974,Alicante,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/27/1/medium/03124542343a4040a2-d396-40c1-9fb9-1cc8f1de7b08_original.jpg
Opel,Astra ST 1.6CDTi S/S,Diesel,136,9.900,138.918,Pontevedra,2018,https://imgs.coches.com/coches/fotos/usados/2021/12/25/2/medium/03071453595855ddd5468fe090ef9cf431946fffcb_original.jpg
Opel,Corsa -e Edition-e,Eléctrico,136,24.990,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/4/medium/030481176715887382_01.jpg
Opel,Grandland 1.2T S&S Selective,Gasolina,130,17.900,141.421,Alicante,2019,https://imgs.coches.com/coches/fotos/usados/2021/11/06/f/medium/0299675285a27fce01-f9e3-421b-9061-1532f862fb4c_original.jpg
Opel,Corsa 1.2 XEL S/S Edition,Gasolina,75,13.500,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/d/medium/031087839115887292_01.jpg
Opel,Corsa 1.3CDTI Expression,Diesel,75,8.990,70.538,Pontevedra,2017,https://imgs.coches.com/coches/fotos/usados/2021/12/01/2/medium/0303363780e7fbe0cc0f3a11aafaf472bc17f7d659_original.jpg
Opel,Mokka X 1.4T Innovation 4x2,Gasolina,140,19.020,27.019,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/21/6/medium/0311555755248037-5961kyf_photo_02.jpg
Opel,Crossland 1.2 S&S 82,Gasolina,82,14.900,600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/02/b/medium/0293977273017c3ae1-3d76-a3e4-d37a-c537a3f6944a.jpg
Opel,Vivaro Combi 9 1.6CDTi S/S,Diesel,95,16.500,91.000,Madrid,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/031085642100-1632404757_116.jpg
Opel,Insignia ST 1.5D DVH S&S,Diesel,122,24.050,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/09/6/medium/821aec89d56c0a8f95278b72f909151d.JPG
Opel,Astra 1.6CDTi S/S Selective,Diesel,110,9.215,93.025,Madrid,2015,https://imgs.coches.com/coches/fotos/usados/2021/03/17/a/medium/6c3768b7f2478899df5c0a1078c2de60.jpg
Opel,Corsa 1.0 Turbo S&S,Gasolina,115,11.990,22.474,Madrid,2016,https://imgs.coches.com/coches/foto_coche/2018/06/medium/09128677317133564.jpg
Opel,Corsa 1.0 Turbo S&S,Gasolina,115,12.500,25.882,Madrid,2016,https://imgs.coches.com/coches/foto_coche/2018/06/medium/09128671016870638.jpg
Peugeot,308 1.6 Hybrid GT Pack,Híbrido,225,38.244,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/a8c35e776356277f4554396e2f214173.jpg
Peugeot,3008 HYB PHEV 225 Allure,Híbrido,224,37.091,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/10/3/medium/2baa88079b91daf747413bd5e9bd75ad.JPG
Peugeot,2008 1.2 PureTech S&S,Gasolina,100,20.500,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311559513112951-1-_wm1.jpg
Peugeot,2008 1.5BlueHDi S&S,Diesel,100,20.500,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/d/medium/030386507315780387_01.jpg
Peugeot,2008 1.2 PureTech S&S,Gasolina,110,16.690,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/f/medium/030386507915780396_01.jpg
Peugeot,5008 1.2 PureTech S&S,Gasolina,130,27.899,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/0311559563114830-1-1995-LTC_wm.jpg
Peugeot,3008 1.5BlueHDi Allure,Diesel,130,25.500,9.587,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311548675714544-714540_1_281696x128029_.JPG
Peugeot,208 1.2 Puretech S&S,Gasolina,100,13.500,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/b/medium/030386508515780405_01.jpg
Peugeot,2008 1.2 PureTech S&S,Gasolina,100,18.400,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/0/medium/030386507715780393_01.jpg
Peugeot,5008 1.2 PureTech S&S,Gasolina,130,29.957,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/4/medium/0dc22fb0cbcc3273106c32392bc470f2.JPG
Peugeot,308 1.2 PureTech S&S,Gasolina,130,21.999,2,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/f/medium/b62382ae7c514e5d785a3910b5b43ec8.JPG
Peugeot,Partner Furgón Electric,Eléctrico,67,23.490,50,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/12/a/medium/030050885515078058_01.jpg
Peugeot,2008 GT Eléctrico 100kW,Eléctrico,136,26.846,1,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/13/5/medium/421b56a09e0cb7ff96cd1d01c1c91eb9.jpg
Peugeot,3008 HYB PHEV 300,Híbrido,300,39.000,4.500,Albacete,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/f/medium/30aee0b81f9103df96300ba599655534.jpeg
Peugeot,308 1.2 PureTech S&S,Gasolina,130,20.700,100,Albacete,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/29/3/medium/2509610a756fb7b8f378769de711560b.jpg
Peugeot,308 SW 1.5 BlueHDi S&S,Diesel,130,21.900,1.000,Albacete,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/29/0/medium/07f721a16d9f0ad69b1b7c344a67422a.jpg
Peugeot,308 1.5 BlueHDi S&S,Diesel,130,18.900,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/28/6/medium/58039d053c7aadd448cbcd1c9b37dcc5.jpg
Peugeot,3008 1.5BlueHDi Active,Diesel,130,23.800,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031087817316653168_01.jpg
Peugeot,2008 Allure Pack Eléctrico,Eléctrico,136,22.500,2.000,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/d/medium/03049380472311d523-fa67-4e41-8f53-3990191bb476_original.jpg
Peugeot,3008 1.5BlueHDi Active,Diesel,130,30.900,0,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/28/1/medium/f08b38e1be98d046008fd35470c787e0.jpg
Peugeot,5008 1.6HDI Family 112,Diesel,112,9.900,61.000,Barcelona,2012,https://imgs.coches.com/coches/fotos/usados/2021/11/19/5/medium/183015212273c591bfc87cf5fd8af564961b8786692_original.jpg
Peugeot,308 SW 1.6e-HDI Blue,Diesel,112,6.800,161.325,Alicante,2012,https://imgs.coches.com/coches/fotos/usados/2022/01/25/4/medium/d6ae6a8c3dfa966376c8656dc855f175.jpg
Peugeot,5008 1.5BlueHDi S&S,Diesel,130,21.690,36.131,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/27/c/medium/03124859969dbf07962d2cfd7a38456588c2ea08fa-5531125-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
Peugeot,3008 1.6e-HDI Alllure ETG6,Diesel,115,11.990,120.000,Murcia,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/6e5beade19bd448b5c692b0f1d485ea8.jpg
Peugeot,Expert Combi Standard,Diesel,120,19.500,45.000,Pontevedra,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310094515017e4f85-0f06-b102-9102-9d43df30507a.jpg
Peugeot,3008 1.5BlueHDi Active,Diesel,130,17.500,126.000,Sevilla,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/30d420ce4d08375680efba35b7c1e33e.JPG
Peugeot,308 1.6 Hybrid GT Pack,Híbrido,225,38.244,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/a8c35e776356277f4554396e2f214173.jpg
Peugeot,3008 HYB PHEV 225 Allure,Híbrido,224,37.091,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/10/3/medium/2baa88079b91daf747413bd5e9bd75ad.JPG
Peugeot,3008 1.2 S&S PureTech,Gasolina,130,23.445,7.226,Sevilla,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/08/5/medium/dd365918a45a30c5f04209b81b50d9ae.jpg
Peugeot,3008 1.6BlueHDi Active,Diesel,120,19.600,145.500,Murcia,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/07/5/medium/b55dc6a10b988fde25c77352475c4bbb.jpg
Peugeot,2008 1.2 PureTech S&S,Gasolina,100,20.500,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311559513112951-1-_wm1.jpg
Peugeot,208 Active Eléctrico,Eléctrico,136,21.900,10.793,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/2/medium/0311561611116553-c06808b1-1918-42ca-8ddd-19607848f779.jpg
Peugeot,2008 1.5 BlueHDI S&S,Diesel,100,12.990,96.910,Pontevedra,2019,https://imgs.coches.com/coches/fotos/usados/2021/12/29/c/medium/0307673563cc8511ac-610c-4106-b48c-70c1f1365780_original.jpg
Peugeot,Partner Tepee 1.6BlueHDI,Diesel,75,10.500,80.462,Pontevedra,2018,https://imgs.coches.com/coches/fotos/usados/2021/12/28/a/medium/03075845138d4a3d0d-7552-485c-aedb-ef54b51ec84c_original.jpg
Peugeot,2008 1.5BlueHDi S&S,Diesel,100,20.500,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/d/medium/030386507315780387_01.jpg
Peugeot,2008 1.2 PureTech S&S,Gasolina,110,16.690,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/f/medium/030386507915780396_01.jpg
Peugeot,5008 1.2 PureTech S&S,Gasolina,130,27.899,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/0311559563114830-1-1995-LTC_wm.jpg
Peugeot,308 1.6 GTi 263,Gasolina,263,25.500,25.000,Pontevedra,2019,https://imgs.coches.com/coches/fotos/usados/2021/11/04/f/medium/0299262743017ce09e-03ca-c3b2-6d57-f5934fb05feb.jpg
Peugeot,3008 1.5BlueHDi Allure,Diesel,130,25.500,9.587,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311548675714544-714540_1_281696x128029_.JPG
Peugeot,Partner Furgón 1.6BlueHDI,Diesel,75,7.500,165.000,Granada,2016,https://imgs.coches.com/coches/fotos/usados/2021/10/27/2/medium/029785647326916b9de9d09e1d62b44a43c19997da_original.jpg
Porsche,E-Hybrid Aut.,Híbrido,462,82.995,9.990,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/0307985203d2ca778fc693882848134fb5f80e8559_original.jpg
Porsche,Macan Aut.,Gasolina,245,72.900,9.200,Tarragona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/a67905a7b53133f5b57135f15e1f08aa.jpg
Porsche,Macan GTS Aut.,Gasolina,382,96.500,5.000,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/05/e/medium/0308887365017e2629-b2ae-e3bd-c8f4-33334537659b.jpg
Porsche,911 GT3 PDK,Gasolina,510,246.990,3.500,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/06/5/medium/47bff2a5ccb137f8567b42d607af12e3.JPG
Porsche,911 Carrera 4S Cabriolet,Gasolina,450,159.000,9.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/12/7/medium/030509197593314a70d4f0923c3a61939b291c6284_original.jpg
Porsche,E-Hybrid Coupé Aut.,Híbrido,462,99.900,5.600,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/0/medium/8afd6c9a664092f690c35ad708c3d929.jpg
Porsche,Taycan,Eléctrico,326,88.943,1,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/5/medium/1d2868128e687decab84d0bc8b541d71.jpg
Porsche,911 Carrera 4S Coupé,Gasolina,450,158.900,10.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/15/f/medium/6dc861b1ec1c8e4b29f761babf32f2d6.jpg
Porsche,Taycan 4S,Eléctrico,530,116.900,5.150,A Coruña,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/21/3/medium/03064384779f9965bb-6eb2-4b22-8354-04d601dad68b_original.jpg
Porsche,Taycan,Eléctrico,326,109.500,8.600,A Coruña,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/f/medium/03064386511ad23a00-b4bf-49f4-abdd-07916de80ef6_original.jpg
Porsche,Taycan 4S,Eléctrico,530,125.900,6.500,A Coruña,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/0306438487cec88b2e-e879-494c-912e-780b48febc58_original.jpg
Porsche,4 Sport Turismo,Gasolina,330,119.900,1.000,A Coruña,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/04/2/medium/029929505109362815-417b-495b-a7f5-373d31f7ecd7_original.jpg
Porsche,Taycan 4S,Eléctrico,530,93.000,5.200,Navarra,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/0/medium/029727121901-1625131341_495.jpg
Porsche,Taycan 4S,Eléctrico,530,101.900,6.500,Huesca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/0306333585640x480.jpg
Porsche,Taycan Turbo S,Eléctrico,761,174.900,1.923,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/23/5/medium/0297273667640x480.jpg
Porsche,4 Aut.,Gasolina,330,107.500,9.000,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/22/8/medium/0282828364640x480.jpg
Porsche,4S E-Hybrid Aut.,Híbrido,560,139.800,3.500,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/21/2/medium/0282668806640x480.jpg
Porsche,Macan Aut.,Gasolina,245,67.400,9.500,Navarra,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/d/medium/029727124300-1622030379_603.jpg
Porsche,Macan S Aut.,Gasolina,354,95.990,3.600,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/6/medium/0307679247640x480.jpg
Porsche,Taycan,Eléctrico,326,101.900,6.500,Huesca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/6/medium/030632585901_1640005597_440.jpg
Porsche,Edition Aut.,Diesel,300,43.980,80.000,Alicante,2015,https://imgs.coches.com/coches/fotos/usados/2021/11/27/4/medium/030269372615512599_01.jpg
Porsche,Boxster S PDK,Gasolina,315,40.995,140.000,Cordoba,2012,https://imgs.coches.com/coches/fotos/usados/2021/10/23/4/medium/029726381700-1626711205_678.jpg
Porsche,Edition Aut.,Diesel,300,35.999,239.985,Cordoba,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/20/d/medium/84321d1500b858759147e8c12c6484c0.jpg
Porsche,Boxster 2.7,Gasolina,240,21.100,151.150,Madrid,2006,https://imgs.coches.com/coches/fotos/usados/2022/01/18/5/medium/031097095314809963_01.jpg
Porsche,E-Hybrid Aut.,Híbrido,462,82.995,9.990,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/0307985203d2ca778fc693882848134fb5f80e8559_original.jpg
Porsche,Boxster 2.7 245,Gasolina,245,24.000,75.000,Lleida,2006,https://imgs.coches.com/coches/fotos/usados/2022/01/19/6/medium/9d263031f55276b29c763f89da875fbe.JPG
Porsche,4 e-Hybrid Sport,Híbrido,462,94.990,30.000,Pontevedra,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/13/2/medium/61da162923f601e9fcd84656eeacf6fb.JPG
Porsche,911 Carrera S Cabriolet,Gasolina,450,139.999,21.108,Alicante,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/26/3/medium/0307218493faadf15e56119f97bb6c0fb8c88dc849_original.jpg
Porsche,911 Carrera 4 Coupé,Gasolina,300,24.700,158.698,Madrid,2001,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031097055315448210_01.jpg
Porsche,4 e-Hybrid Sport,Híbrido,462,109.950,19.500,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/18/7/medium/215280124adae6386369174042385409.jpg
Porsche,Taycan Turbo,Eléctrico,680,116.900,22.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/27/a/medium/aabbceac9e7fd03f618f5388e848a99f.jpg
Porsche,4.5 S,Gasolina,340,12.700,180.000,Malaga,2007,https://imgs.coches.com/coches/fotos/usados/2021/12/20/7/medium/030614977700-1639522599_135.jpg
Porsche,911 Carrera Coupé,Gasolina,285,49.000,83.400,Malaga,1996,https://imgs.coches.com/coches/fotos/usados/2022/01/22/4/medium/031162491314313808_01.jpg
Porsche,Turbo Aut.,Gasolina,500,30.900,224.716,Madrid,2013,https://imgs.coches.com/coches/fotos/usados/2022/01/18/1/medium/031095912515395002_01.jpg
Porsche,,Gasolina,250,9.900,264.000,Madrid,2004,https://imgs.coches.com/coches/fotos/usados/2022/01/26/9/medium/ffad13c32766cf2a02a57ef0258cf56f.jpg
Porsche,Macan S Aut.,Diesel,258,48.990,80.000,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/25/9/medium/a4fb5bac47c9a11daa1e1dcada3031bd.jpg
Porsche,Macan Aut.,Gasolina,245,72.900,9.200,Tarragona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/a67905a7b53133f5b57135f15e1f08aa.jpg
Porsche,Macan Aut.,Gasolina,245,73.900,12.990,Tarragona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/1631f0faac26ed37a4bfc3d76dd79c33.jpg
Porsche,Cayman,Gasolina,265,35.000,105.000,Lleida,2010,https://imgs.coches.com/coches/fotos/usados/2022/01/20/1/medium/7773d893747f091745c17c155473d578.JPG
Porsche,911 Turbo (993),Gasolina,408,175.000,54.000,Lleida,1997,https://imgs.coches.com/coches/fotos/usados/2022/01/19/2/medium/50c77df4a943cd443bfee6b3c349d2c8.jpg
Renault,Zoe Zen 50 R135 100kW,Eléctrico,135,27.500,340,Murcia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/b/medium/030625418736f1bb9d-4746-4b7a-a21a-d9dae62fec47_original.jpg
Renault,Zoe Intens 50 R135,Eléctrico,135,19.249,1,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/d/medium/68bfa17e6c0e7f7248253a51cab84bff.jpg
Renault,Clio E-TECH,Híbrido,140,16.490,1.000,Las Palmas,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/26/f/medium/d7ceb910a4e4a5945f942b502058fafa.jpg
Renault,Mégane S.T. 1.5dCi Blue,Diesel,115,19.000,3.125,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/4dc068181e1fe50e19f931bf745a938f.JPEG
Renault,Koleos 2.0dCi Blue Intens,Diesel,185,30.900,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/03100136911641896419046.jpg
Renault,Captur E-TECH,Híbrido,145,22.200,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/17/6/medium/0310d815f48e41efb6bdadeb01e53a82.JPG
Renault,Captur E-TECH,Híbrido,145,22.200,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/e/medium/9d677a275feeee41401ad40820adfbb0.jpg
Renault,Captur TCe GPF Micro,Gasolina,140,22.900,7,Las Palmas,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/3927f377da595ff270e445271b584648.jpg
Renault,Captur E-TECH,Híbrido,160,25.190,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310069283m_img_58_49352_868212_1641907025.jpg
Renault,Mégane E-TECH Zen 117kW,Híbrido,160,27.990,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/1/medium/0309939937m_img_58_49350_868201_1641905480.jpg
Renault,Talisman 2.0dCi Blue Zen EDC,Diesel,160,31.500,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/0/medium/03100137091641896820076.jpg
Renault,Clio E-TECH,Híbrido,140,17.990,9,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/23/e/medium/5e81e4680a628b733811608dc65a874d.jpg
Renault,Mégane E-TECH Zen 117kW,Híbrido,160,28.190,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310069305m_img_58_49354_868554_1641988879.jpg
Renault,Kangoo Fg. 1.5Blue dCi,Diesel,75,19.290,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/0310069261m_img_58_49341_868156_1641904690.jpg
Renault,Trafic Combi Mixto 5-6,Diesel,145,24.490,12,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/26/0/medium/bd3a91fbf094d5b2a14f134f9c743d95.jpeg
Renault,Captur E-TECH,Híbrido,160,23.900,2.000,Las Palmas,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/09/9/medium/bc23a95511d2bcb46322b3c1fe8fc8e0.jpg
Renault,Mégane S.T E-TECH Intens,Híbrido,160,22.800,5.500,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/16/6/medium/b3228eeaf702d885f0997e2d24085561.jpeg
Renault,Mégane 1.5dCi Blue Intens,Diesel,115,18.300,10,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/27/a/medium/1aeed471daa288d5c4f50936f2934793.jpeg
Renault,Clio TCe Zen 67kW,Gasolina,90,15.890,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/27/5/medium/031248424634a1d24aa59e9b11e913c71a7af7ffc8-6068160-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
Renault,Clio TCe Zen 67kW,Gasolina,90,16.590,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/27/0/medium/0312484660516c328fe802255afb2ab4222ba6343f-6415036-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
Renault,Mégane 1.3 TCe GPF,Gasolina,140,13.900,52.680,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2021/04/19/a/medium/ca605e2b7f735ab17ad68e4d8c57cfe2.jpg
Renault,Captur 1.5dCi Ecoleader,Diesel,90,12.450,22.000,Barcelona,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/24/f/medium/ed594cdfaed5d1737fbed874363e5ebb.JPG
Renault,Scénic Grand 1.5dCi Energy,Diesel,110,10.990,146.000,Murcia,2014,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/24622a4fd2226b4dc06e07ea4e433026.jpg
Renault,Captur TCe eco2 Energy,Gasolina,90,10.990,120.000,Murcia,2014,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/5f07c317b28ed538aa3e9ee96271bedb.jpg
Renault,Scénic Grand 1.5dCi Zen,Diesel,110,18.500,112.000,Murcia,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/15/3/medium/b0a4df3546f4e7f7b486343aa147db50.jpeg
Renault,Zoe Zen 50 R135 100kW,Eléctrico,135,27.500,340,Murcia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/b/medium/030625418736f1bb9d-4746-4b7a-a21a-d9dae62fec47_original.jpg
Renault,Captur Blue DCi Intens 70kW,Diesel,95,20.900,15.244,Murcia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/17/c/medium/03058245134142cc3a-5925-49ba-b1df-c97e8f3b0a49_original.jpg
Renault,Captur Blue DCi Intens 70kW,Diesel,95,20.900,16.049,Murcia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/9/medium/0304795847210e8390-63a8-4c98-8bdc-7c8832eadbf7_original.jpg
